,mpiGLB_cluster1,mpiGLB_cluster2,mpiGLB_cluster3,mpiGLB_cluster4,mpiGLB_cluster5,mpiGLB_cluster6,mpiGLB_cluster7,mpiGLB_cluster8,mpiGLB_cluster9,mpiGLB_cluster10,mpiGLB_cluster11,mpiGLB_cluster12
1990-11-01,9.098381018704908,4.641139805936446,7.484549161753619,8.69487656294893,6.701447335098003,8.83195997927301,6.031344497227297,2.0542220955255437,8.742567756690198,2.9843139076903626,3.7576195816409474,8.059689697876957
1990-12-01,8.576775617214599,4.584756044760923,8.356202592575187,9.116115966554805,5.938760440919495,8.784114745662949,6.718035859060691,2.9773263289672975,8.062148292392717,3.1380452177016607,4.337436600639042,7.740929237801083
1991-01-01,7.9742323662568735,4.973942485733877,8.848490319295855,9.261581647372848,5.809497041775074,8.691563216751842,7.355396218120333,2.999342314831179,7.52692292111071,3.177600417206324,6.243517739720481,7.472965865500695
1991-02-01,7.5187940459921325,5.3234614307952155,9.219351581407317,9.340289521177613,5.388990091695691,8.648769708462089,7.718904939374237,2.644078105794482,6.968860537444608,3.182723151045769,8.351310068663075,7.323900029767682
1991-03-01,7.512855043756149,6.106813254731139,9.397026092705353,9.484045607758212,4.020544755111397,8.684721209959529,8.06593740056422,3.6344572765895182,6.458082675473057,3.5553753901867915,9.231551637160187,5.971345896377494
1991-04-01,7.987803265266818,6.586448825223919,9.41931088789608,9.637179883033125,3.8310576095492883,8.816791258948188,8.331966507518834,2.3436322766664595,6.7571340361999495,3.884353578389949,8.692310924282351,5.002257150669255
1991-05-01,8.347041743712278,6.634176624724632,8.86752815074902,9.340854531676134,3.491542684404546,8.782998900646337,8.066733353143315,1.6652603542553792,6.480363108700994,4.136843038724231,8.191445621228,3.767430457654217
1991-06-01,8.721013929659666,6.327168901825938,8.043817292569795,8.663253914612302,3.8689884623543094,8.731276813284811,7.466255297365825,1.754213276076613,7.294375040372398,3.9913953124400794,7.045206160361436,2.83889087732764
1991-07-01,8.934517312777466,6.083775001120223,7.2917579059377955,8.132209724584355,5.944107033572557,8.692714990523802,7.088059955019055,0.8595340627160213,8.249468628275478,4.02089113970578,4.91205041121642,2.995904232140255
1991-08-01,8.923941503732777,5.636354277050373,6.576652251853321,7.480821907397002,7.262820048533109,8.496852852568807,6.574602854812461,1.1042465841561344,8.894657815219723,3.8167440904876315,3.6342527060724406,4.585365123130011
1991-09-01,9.195936148847254,5.159826437427429,6.622100490199803,7.569103824404774,7.492725403166076,8.617363636840004,6.2279169502777085,0.3605744277010739,9.300725065736701,3.3284358126091864,3.4474274620603764,6.764214683522247
1991-10-01,9.432567924516633,4.798031243182605,7.129219780576324,8.297773765187586,7.247941575849264,8.787683312630852,6.117127732860432,0.938205529939303,9.220325348958347,3.2458552710531596,3.8165395951447034,7.222700520172733
1991-11-01,9.145787223015065,4.6255944353644995,7.803017317508146,8.81255972735695,6.496613335420934,8.883714480436584,6.332385574248284,1.5137181050074746,8.684502888845554,2.9839517386994863,4.0391957815096715,7.621440051119507
1991-12-01,8.569829109993275,4.8321247945981245,8.392368350281226,9.124954127417666,5.943280300811821,8.790452548662067,7.028124356468417,2.732166983047611,7.922404684412903,3.189885830675124,5.235620295510779,7.669222890593286
1992-01-01,7.857205677598826,5.035524530120994,8.948859740722488,9.308389091051243,5.78683458227697,8.66916949996382,7.633291013951763,2.684026441371572,7.219615187519613,3.0775987534367153,7.210096669242024,7.5528994482358245
1992-02-01,7.522174592887067,5.685899964149901,9.26475014762813,9.372360030383307,5.265503479976839,8.596442582592694,7.9731167193240005,3.5139997682461477,6.7608341477337595,3.5772131070743343,8.991783143985357,6.824727230353899
1992-03-01,7.504204838070427,5.889699853933373,9.265235603890421,9.419083366304749,4.432343859597348,8.580361974101582,7.989683208129877,4.237278300380702,6.527854977437809,3.54434306610228,9.528504028746193,6.509156765257767
1992-04-01,7.956656086509627,6.451237182940793,9.270439178656979,9.512345496868168,3.809285810581152,8.764115045817034,8.39580023592844,2.6668854245993057,6.5724380334662715,4.033159853695507,9.2988149153644,4.839120006683764
1992-05-01,8.462690805836582,6.563989455904425,8.77529090683321,9.326039897968414,4.016653622500663,8.811232763355026,7.982968402306778,2.062943054703345,7.219019637771624,3.926256087737968,8.440494486783788,4.69183284496465
1992-06-01,8.864374847388245,6.199974556741825,7.810483924681837,8.68814294470503,4.3115222283141765,8.756880695123883,7.385441673914177,1.8795871136970097,7.826072843036677,4.055072870386412,5.262843394712924,4.319734319617618
1992-07-01,9.097897971636247,5.670467407756935,7.0520809216160405,8.061546553410261,5.637057381767997,8.647689045895893,6.78038480038319,1.1812154662038246,8.441320951571228,3.8148466873895375,4.062132555345393,3.568088283252148
1992-08-01,9.101378313700135,5.666835083809903,6.729799213098784,7.639427798897348,7.2742265730449,8.587186643483365,6.626649750360206,0.78867082040789,9.081824456137333,3.633700356825056,3.3470031529417525,6.218075675685244
1992-09-01,9.216397328063264,5.2460519177286145,6.672436125409261,7.765615081230302,7.457340843283502,8.627376353611002,6.1319626812234125,0.8522296857432498,9.37266878020263,3.460692676248746,3.425420336874511,7.357523684028555
1992-10-01,9.296435283909823,4.726139517747567,7.046237969284774,8.183911882519554,6.827816139552498,8.805866280169223,5.920879126773767,1.665165830646371,9.191102620444761,3.0831886718571537,3.5009856485371835,8.039622804460734
1992-11-01,9.055454202970619,4.791210539328321,7.708906241804479,8.844125608018459,5.92465189423476,8.89919744559426,6.423528565864497,1.8335194463519522,8.431485018050076,3.1241590738333778,3.768973838779388,7.56439095365753
1992-12-01,8.456392594400574,4.797357196795303,8.245207300244566,9.118189125833748,5.997510586692098,8.804364710536952,6.932334526635322,3.043303601468602,7.968248672026578,3.07815785180775,4.018065321731027,7.907239203632437
1993-01-01,7.920032621744696,5.082568552470471,8.686421131041008,9.171558897514446,5.522015880170158,8.652250737711114,7.5172311504788265,3.125272023510581,7.410830241524027,3.1328728879713705,7.1070575368182185,7.343006718373485
1993-02-01,7.683870236717612,5.618496089550016,9.283216036178624,9.407151410915631,5.427372702486775,8.644460655528748,8.155727628488467,4.67875569713067,7.283729873893217,3.602011222080141,8.984793842873739,7.74847840336459
1993-03-01,7.714171334187702,6.308948536131165,9.489220172839936,9.57226547557044,4.581461314848814,8.732472134912745,8.420653884951204,3.1069174318283004,6.775136308260623,3.839556011716142,9.993278164173953,6.1128367160331
1993-04-01,8.102681951475205,6.494952786651977,9.3819453930486,9.61789877149759,3.9262141906658496,8.832995920091314,8.347301389715891,2.7499405500770493,6.854535940398365,3.9971424700606613,9.69916914243767,5.67115550733534
1993-05-01,8.584188324762149,6.436680242237535,8.887347656630752,9.285464070776312,3.9740179657524872,8.805713428943234,7.989155951505467,2.4229568239146615,7.246150887911991,4.091361117631245,8.244214436620153,5.126945746702591
1993-06-01,8.825908277196303,6.1523189368072675,7.939198506499197,8.532954003084132,3.909225239428391,8.673797759414285,7.300931211940966,0.8543606756110821,7.53083841824477,3.9200069653701797,6.131958887518603,3.5321165992727592
1993-07-01,9.032927381713732,5.578497247811216,6.973049863660083,7.826303209115591,5.400890200321858,8.562049415082228,6.725803984068525,0.9869719816496991,8.279365102835493,3.8437994143040473,4.579806450752173,2.9321169347226568
1993-08-01,9.187945021146604,5.631025817257882,6.676224363137173,7.553192301784333,6.987834961074689,8.561397564687853,6.587346763621618,0.7182799298602618,8.92032170692924,3.603313808857607,3.4690507965377035,5.046477689754126
1993-09-01,9.44869857974791,5.159415229132005,6.967456809543315,7.755587951596175,7.388236822695039,8.663737707346845,6.2950212468085205,0.7273585069299395,9.498293033753253,3.4515011236040682,3.2461562793243552,6.989577266853887
1993-10-01,9.465449427080776,4.777714495330835,7.075352789421608,8.187005760879089,6.653840109461541,8.773848065823163,5.990769122927875,0.8608016481441453,9.277958706946777,3.3069561514952173,3.7068487448156073,7.595465138860464
1993-11-01,9.205401206313788,4.584671340434181,7.670860548489641,8.847208704054651,6.3341141906730165,8.890347850079207,6.137704284671043,2.2695860341513643,8.720257498035474,3.113198067940587,4.327130814899103,7.703453003523951
1993-12-01,8.465884404056137,4.418217807034529,8.169817851764378,9.067399171253525,5.471744647872726,8.737394415229236,6.706967258829708,2.5735168308333756,7.90117366778673,2.980202578212708,4.374835423356844,7.487336976390417
1994-01-01,8.023309019510217,4.8802781851666674,8.86638804050223,9.368870891477998,5.237767418230254,8.682684833695028,7.388825420768979,2.9181351773567576,7.519219004147303,3.1120756919433004,6.980007279313649,6.847873361731005
1994-02-01,7.656009422129634,5.422077546254186,9.179259384962338,9.441253955535625,4.7413408184843835,8.68664285085476,7.85435788899322,3.823885535004216,6.744145952964185,3.4054562783381552,8.767427939855041,6.025302625881011
1994-03-01,7.854355724530222,6.041782159527487,9.300387752276771,9.61038026112488,4.197591183131403,8.793464168495325,8.097256974352378,2.890335272415297,6.776076792642322,3.629548901713039,9.133428412808529,6.106287562409844
1994-04-01,8.163402261605004,6.3651473389399005,9.297877441900013,9.643923718372276,3.823991295082307,8.890555860358145,8.167225305988703,2.250009222480489,6.730498348047527,3.8379470478263396,8.124318439880094,4.92257309582137
1994-05-01,8.483532976176582,6.689715422140931,8.802662937063765,9.224489888678216,3.186544841256443,8.8416386317057,8.090352545786878,1.4015506905602553,6.6120922407944285,4.142925660178843,6.6873091526375426,4.041499851133511
1994-06-01,8.796197487346767,6.072376517142425,7.745612616917102,8.537088391127758,4.18280828583164,8.76720197433115,7.321608115458749,1.0009778617163334,7.509848120928483,3.815241684114905,5.703288162061711,2.3307409153307312
1994-07-01,8.984784647359985,5.747486432875785,6.8182124813070395,7.770512528284758,6.025872588025123,8.654604154155926,6.814444431419466,0.5908530178041672,8.517031275500033,3.595293407723502,3.6101068359069153,3.1001580746854467
1994-08-01,9.06337106865962,5.664421534996482,6.338524905295907,7.360162449883891,7.379666860159307,8.550917513539249,6.554431406870613,0.5829128604569375,8.991111175998878,3.691277503040146,3.231532113859861,6.122931506626683
1994-09-01,9.325759885429667,5.243217318921459,6.524639935768685,7.600779398039732,7.535078658971317,8.657406648483434,6.0905218644883945,0.686543720978087,9.353944628029737,3.326805752445212,2.8686743861387654,7.433839131550026
1994-10-01,9.497808756163378,4.990101072588745,7.308615237716562,8.458368071022575,7.235708360329138,8.883624660101662,6.361491697545087,1.7514770192256333,9.25234302580855,3.2506956553087694,4.166013731537557,8.010572911978011
1994-11-01,9.145652606272144,4.617579601272222,7.596461398333281,8.930475820337074,6.565706234558245,8.909722359068379,6.2421183864910095,2.584094660954001,8.595024960512982,3.0117656650826343,5.0599566268742695,7.576731108089924
1994-12-01,8.377619157087127,4.2409396873399485,8.155603067257186,9.099069490773893,6.075119440968286,8.76967005138287,6.587282445829193,2.7438099703790364,7.730782466302072,2.8733806862993267,5.5618588663408195,7.694222005161848
1995-01-01,7.753890009539934,5.075175278465789,8.765240735178596,9.252334147016368,5.605609941549399,8.671322164604907,7.334604581533003,3.2078362753906537,7.2114683943991045,3.1210401528542158,7.585831019873526,7.136172750061979
1995-02-01,7.6428382199309395,5.612103496705903,9.362740700600764,9.536029832794059,5.4218095876178545,8.769538654808187,8.032435337262857,3.049347890478351,7.0359081564168475,3.4160043168443144,9.331769244851754,7.075699838479772
1995-03-01,7.787806524568958,6.219920966470541,9.594052962990185,9.645824003020895,4.642747768708447,8.780994823631048,8.32230401827252,3.9121434411809837,6.810159859613011,3.789610905748494,9.531264230821588,6.072229943171156
1995-04-01,8.084565303007162,6.610188371398536,9.49462177926962,9.690558345617559,3.8811301271158953,8.875687324987522,8.413143604640855,3.120458942496091,6.496547775455345,3.94373201251469,8.12461630999557,5.267875213351688
1995-05-01,8.466076431161877,6.462761294026428,8.85621517108881,9.426470731228184,3.651668328868372,8.89615999347539,7.87367317955483,2.050683703378249,6.735380057184976,3.9347445410521087,6.52102857359635,3.7283983796030595
1995-06-01,8.867882417321555,6.499624604664678,8.04310452172276,8.760968055420006,4.2609481481809315,8.798330680064185,7.5448371329534885,0.7091195273202237,7.51666661688837,3.9707791974579467,4.9006544166903385,3.8080007257663078
1995-07-01,9.179634582809545,6.130677378123392,7.38191866557069,8.178731508521109,6.038510273557459,8.737063979478775,7.130665193364631,1.010075486820815,8.671993239944518,4.013136893177118,4.052249264749097,2.9395054192097563
1995-08-01,9.210589208598956,5.3399928189065164,6.583250755231613,7.545088332110647,7.3961403436294,8.625388535563308,6.038721767167222,0.6373288561862884,9.158665466436197,3.736365288808726,2.7891377808299276,5.587005813363539
1995-09-01,9.35043506893809,5.007409172261136,6.546542427219673,7.644104217215385,7.41457904413236,8.686884168831375,5.991208551533212,0.42269361113174514,9.432252331752608,3.4173417654780702,2.4325569780640537,6.610426176042693
1995-10-01,9.362635731448163,4.82613248134591,7.054669711916198,8.277516160428002,7.226511258748003,8.818438576232861,6.071762989109839,0.9441651635326563,9.345926784085794,3.17642184007046,3.014977438524719,7.2795042195624085
1995-11-01,9.240240484222493,4.68414369261386,7.677674785117467,8.86769328916845,6.639949632478791,8.890719737264927,6.168388215708461,1.3503139318592126,9.071580702543251,3.098500795778884,3.4766696667822,8.054094173370853
1995-12-01,8.72104802632998,4.746039924892897,8.394346255653137,9.212146664812735,6.317568875710902,8.892109287461828,6.89100445722274,2.737927944617917,8.315599332354443,3.181866583020105,3.951481399973884,8.321816447010045
1996-01-01,8.122564255865605,5.002769639842387,9.00212726609218,9.369359007363444,5.478892768439781,8.765644671942999,7.404829005928589,2.8291110833382795,7.541042565307872,3.250481851556759,6.595441023117063,6.9505874048076075
1996-02-01,7.73785492300796,5.486535814677533,9.485915462548382,9.491565929939652,5.14867494152747,8.672556554539923,8.12411100159944,3.532182435432681,7.144774902274964,3.302593293078533,8.858445766967963,6.713147232163698
1996-03-01,7.742165549685087,6.134946986687557,9.489877769206768,9.644948862188633,4.513928328976778,8.726632550733752,8.191158800126649,2.9411688202153354,6.773436212514638,3.5774762755364145,9.705342734131253,6.16328793756842
1996-04-01,8.186475514470049,6.247567262385888,9.384072456848477,9.673250263524764,3.8500658351003567,8.870840037608986,8.160004468568912,1.9906739060241132,6.751101182758904,3.8415341650842336,8.111408732487176,5.239880737548915
1996-05-01,8.595884048006269,6.494204071926227,8.889081158056442,9.378528430506586,3.3865790866400753,8.849641623745278,7.992844323450896,1.0452382713329946,6.782797743086014,3.929126935119223,6.836962257523635,3.901149143963806
1996-06-01,8.974738656665151,6.697139195820793,8.333347048672382,8.828387070148215,4.069816476313541,8.822968222342894,7.749437084396452,1.1663491522016636,7.790817567546782,4.264308652539968,5.344968219235804,2.934494424372493
1996-07-01,9.067087319808714,6.2402468610438415,7.570747352879092,8.28316420050006,6.277166006635501,8.804729431017163,7.355440520638171,0.7775891880781294,8.481405176268353,3.8995776313234147,4.154825211296806,2.9206038973979216
1996-08-01,9.148066701338728,5.718748606244194,6.685774909671415,7.735983052690889,7.485024365643593,8.746979633148124,6.558026402919806,1.0155946273393681,9.191442338660687,3.8342150384090994,3.176387318141042,6.227222549337991
1996-09-01,9.344675288280918,5.006244572066615,6.534810828016767,7.851717115573626,7.515365828841422,8.803393272256656,6.054384978110417,0.9730517520563595,9.502588286196987,3.5983210101921714,2.842838483531743,7.277069259072261
1996-10-01,9.439395262272042,4.731118173125048,7.038813557273793,8.355576532353576,6.877566371300736,8.884092810551225,5.8712234667118866,1.1002168258048293,9.295505000106663,3.326870214750106,3.1278375982145192,7.660808908956889
1996-11-01,9.147587325534882,4.665830766149626,7.70353656335695,8.98173740152151,6.244726398050623,8.939269665188545,6.363378576343277,2.1225309505679446,8.827417533520684,3.191403485787817,3.3813073079781746,7.788655982646623
1996-12-01,8.513139834302564,4.69560247625545,8.45254822473881,9.226632670348886,5.981849243565106,8.829935315263345,6.712671223420054,1.8640955491673301,8.104945910832171,3.095065559665685,3.11071978030397,7.441164069506182
1997-01-01,8.016377865649973,4.951804862778315,8.763583559417,9.274517439504361,5.8486083897856025,8.785868892573156,7.324677005217891,3.0217150858562905,7.5726599899260965,3.2033149095497175,5.76941537172536,7.6209934096980705
1997-02-01,7.6284121290128954,5.589813764066385,9.13752092726053,9.316026757841318,4.845124988659033,8.661968056101662,7.907152072890918,3.3461800795250203,6.857896418097957,3.4376785288296543,8.362997622668338,6.447629547452153
1997-03-01,7.7650441707230735,6.4282921917534095,9.475607791442867,9.513745839702512,4.628049120787283,8.741980186776345,8.60506332089808,2.6985523303668657,6.945374740653381,4.002745308037006,9.52294108027993,6.203607276464308
1997-04-01,8.166121727256154,6.932968162859499,9.480272875455569,9.674104038497378,4.328794488747153,8.983734758303314,8.68276661838027,2.230494034223068,6.83762825845354,4.000562716698163,9.324207304589912,5.716683311833984
1997-05-01,8.695830359267337,6.60482922005045,8.84185005254392,9.447575744899996,3.9222661145183904,8.982766670874494,8.113384359304229,1.1525993851692358,7.146671852248729,4.335044244542647,8.788918120007054,4.56847360398347
1997-06-01,9.040823654986239,6.543322114859038,7.913926214525588,8.754685691868445,4.317846161932251,8.940503783281569,7.734962933183794,2.6256309885868316,7.6734985861558105,4.254556776805683,7.670796376751053,4.299195926136454
1997-07-01,9.212433712105225,6.228254067658148,7.1157345614299565,7.857238073102111,6.309035617012954,8.66869409798363,7.182848343350526,1.2405193003000021,8.481123752440652,3.995525112770492,6.718028606292173,3.500835230857098
1997-08-01,9.331596082622928,5.8242395433703065,6.790546539717907,7.54472021646847,7.229356095188238,8.587598213366181,6.701400900171274,0.7585462821753983,9.064726895110685,3.7441243005084655,6.2652165688611,6.001070068332882
1997-09-01,9.537846135492707,5.456173959052684,6.946596601137026,7.81111274858121,7.420148507452491,8.706578069729032,6.5328212812544315,1.6593729131374775,9.475246959005418,3.6467316837729467,6.048616148723867,7.096279941000549
1997-10-01,9.716360342808127,4.729630813365848,7.473708353562775,8.450758211951383,7.195757152121579,8.840377820112478,6.340204197833585,3.0563090569544484,9.462165839026229,3.252760860604228,6.449030620151895,8.056191231818575
1997-11-01,9.43497329573024,4.705724043921895,7.941180020216432,9.042493970945413,6.548564954821153,8.907427936859031,6.515209915294095,3.380823036700172,8.887517700455042,3.2199143265310752,7.858787044427771,7.638215864400114
1997-12-01,8.703871667150944,4.407578686610679,8.671627690534857,9.384249162839067,5.958616803602368,8.875135872107665,6.876309103196946,3.6586960828926105,7.923050120290769,3.0584903470344145,8.62881473748483,7.707123103907321
1998-01-01,7.794411990431304,4.573644589015068,8.960041784223746,9.420999641121266,5.514289001289812,8.689145805643333,7.316843724580173,4.097088173682622,6.984517859158776,3.0930430052458626,9.605714338575224,7.004423215844281
1998-02-01,7.258896446989312,5.436642098652386,9.046218091718234,9.516262476548855,4.8413661359742886,8.573012026802207,7.532668502419763,4.391596720577616,6.537141625999635,3.356554048730082,10.048463739281793,6.373068723103654
1998-03-01,7.4543787852360195,5.944744202407513,9.372509836469803,9.722645373623122,4.416041621754763,8.71435451273534,8.048320661692728,3.9756970998268475,6.452486634705283,3.604131022485761,10.25901132346463,5.980990500360108
1998-04-01,7.732778540417709,6.123623296405792,9.097085085819971,9.654494628336828,3.3322603161167867,8.738029058407768,7.893474912109403,3.3834988565767423,6.284385355423134,4.0374351073666235,9.892887602024762,4.694099183998299
1998-05-01,8.353058919344102,6.173983182620788,8.585475112825806,9.385773802101735,4.184551970231494,8.76523209498155,7.735756591495314,2.6588624275196517,7.060064077315863,4.026940468179139,9.027528040954293,4.217907676237572
1998-06-01,8.727810538901068,6.134902171890818,7.8507556055636964,8.851912778374475,4.466677089062594,8.824796209800379,7.274368508014682,1.4085478220846468,7.4375598020012905,3.9982350990593964,6.874677488288829,2.7732520710912087
1998-07-01,8.926518171532209,5.893973399862708,7.215819461215816,8.185640657540906,5.992546311651945,8.763063781075173,7.08925880647708,1.2591753591991421,8.241903884927593,3.7541938043939034,5.122287922725158,2.253787977791046
1998-08-01,8.989176590624957,5.518733029622015,6.4837566611332935,7.701729746213928,7.284635089282746,8.72265506002867,6.394403544299163,0.9477140101978225,8.929597165981958,3.649879664348711,3.6209751803982204,4.740412610630535
1998-09-01,9.23396088783512,5.13982182898435,6.574779716688599,7.893678187573918,7.388846256770761,8.76986421605605,6.099442552534116,1.2538563103296658,9.182068303040355,3.4727388056217663,3.0801684740425515,6.5984680590379945
1998-10-01,9.269991465831128,4.631113497684746,7.108507695245426,8.410724518235266,7.234075040072446,8.802273208866156,5.939886206847953,1.3437212689386733,9.204441756050672,3.1517252820565416,3.4131327160202964,6.617017476049107
1998-11-01,9.090418447231274,4.627727311079985,7.914867735484787,9.073314289672949,6.734724417179819,8.889304099889456,6.382570777305709,2.0568467947595446,9.024102433517324,3.2214224156051827,3.748572775558101,7.179990508646341
1998-12-01,8.493431276122484,4.485913632178528,8.287799719106689,9.277012895083695,6.148219877950883,8.8208159681479,6.676194803245916,2.315354867251854,8.122369581963182,2.838832307292471,4.313863505413715,7.192066317848214
1999-01-01,8.005011041049066,4.766328869725493,8.902253148060142,9.39003908894452,5.417526401451266,8.675337105853917,7.314913707628321,2.1687695567279976,7.510338836806495,3.113868264066095,5.896165717118658,6.448724067345138
1999-02-01,7.793345845746509,5.62911369253908,9.427844045032307,9.552391619510821,4.9466664367597675,8.64192727431796,8.113898328332692,3.1818960686364015,7.1349109388051195,3.39040461280113,8.942858801154289,6.233386103121861
1999-03-01,7.991287015445852,6.3169728022039315,9.700926233411908,9.70246589533748,4.562722137819326,8.76979244046311,8.451768928777703,3.851384715569344,7.007031504198778,3.979695460194412,10.025264725414031,5.642664155801324
1999-04-01,8.262753690867557,6.968845487771376,9.65450557249985,9.826244347543224,3.7242866618016666,8.860529152671694,8.724158039182795,2.7164477955465784,6.8601109173326575,4.056450206453623,8.792927657887862,4.230582333023796
1999-05-01,8.745650212866469,6.707608489550436,9.087390377360991,9.544480696482943,3.8461467084704246,8.93212472987919,8.230510039995613,1.7041926043934297,7.189759954498556,3.9904035334596664,8.036174439589464,3.074002670850454
1999-06-01,8.832640600609484,6.78366559399978,8.322789487378937,8.904599562528162,4.94116990448984,8.816190147311087,7.864377976655238,0.9240153235862967,7.562313136078808,4.272761245708464,6.065351565424423,2.308431761747104
1999-07-01,8.97483259751748,6.050130923080233,7.453556132456155,8.318755243561547,6.517807511828368,8.684648521999348,7.018238198521922,1.0124360485865844,8.41354926955444,3.9816237443921887,4.268394508063288,2.485054140400166
1999-08-01,9.04476476860205,5.889774123016,6.863273016882074,7.909360921682609,7.533042997906241,8.598326996729641,6.525172627784211,0.6154622043429326,8.891373552645447,3.777112035415015,3.0028754806929703,5.0864709486153235
1999-09-01,9.253754183032827,5.397453559622464,6.859702472332313,7.985808993551725,7.8682608601879345,8.711373118439745,6.31067050901474,0.864646975532911,9.339394430747875,3.49229359467517,2.687315734661168,6.745313555940618
1999-10-01,9.322311303257743,5.011398456871348,7.223576452337768,8.452735277698668,7.600120654538642,8.844267795446802,6.097279758399176,0.599579058429416,9.364580264033323,3.313197478868326,3.266602657031833,6.73181465676156
1999-11-01,9.061089446662901,4.862047558595934,7.96062931341492,9.055260154659376,6.8298477923572465,8.932415065039516,6.508764650079311,1.4998890701694478,9.032607703419488,3.2568066978611436,3.462065657789397,7.994966477556066
1999-12-01,8.533446038309497,4.935729211131208,8.467954162448311,9.278226311755269,6.014853354982522,8.828544291161025,6.949520799757514,2.265417248892677,8.150488774923204,3.018075799170922,4.222125088292732,7.062686950775512
2000-01-01,8.040831073990626,5.652078330704129,9.023144922854616,9.449470356507511,5.841186815003901,8.754667939318802,7.687373258281037,2.6910528453840596,7.805688531889359,3.4767011336273708,6.49975433080072,6.691703862799164
2000-02-01,7.730121656747536,5.712762352650691,9.392669805395057,9.512668682296212,5.178515718738814,8.680986421005933,8.118211429878897,4.1629989513922805,7.177246063884698,3.662547427924965,9.346173737685952,6.750376624165619
2000-03-01,7.852983565031743,6.079678487335403,9.584592959658456,9.64985856142173,4.771251171580173,8.784644689650497,8.3244347421936,3.618469309986868,7.104275564235786,3.7227375069235613,9.99211132464402,6.133579970350103
2000-04-01,8.318803242742948,6.863955708661726,9.613159135026574,9.808858358622645,3.826711840007071,8.892176592551687,8.59021613549748,2.2522581116932088,7.101643367315033,4.077410682800932,9.897907536024483,5.447627754440617
2000-05-01,8.596223006804644,6.581933689467642,8.930046321372325,9.469249486761914,3.843935901529258,8.894074618422794,8.028217016636145,1.4480612956345589,7.190903413876428,3.928070975448322,7.776699617198754,4.1629904377398725
2000-06-01,8.93411890841948,6.378466137994369,8.03715220489879,8.763874952842691,4.573395109681903,8.819557551281148,7.3628337863362665,1.0700185957611552,7.9407270838598745,3.9676667488831914,5.6676085019513875,2.130210134656138
2000-07-01,9.119109730104423,6.05918267705125,7.354063874698705,8.201578801935364,6.492957130869623,8.773250116246608,7.136292473114116,0.7105489586799337,8.679707984925013,3.873253263279476,4.409118812433468,3.879842715086983
2000-08-01,9.257108429032327,5.917672110929859,6.989053551941822,7.89111460361425,7.619675747727236,8.772701413171871,6.884671464977539,0.7809042478192447,9.173259753016836,3.6959843900735625,3.0086598699156584,6.5019904025222175
2000-09-01,9.483429555455182,5.227381227883559,6.870464410256687,8.066078767567296,7.791693686054271,8.861607092827878,6.297988660372656,0.9613849481077964,9.53664906265199,3.345578487032048,3.175623334434189,7.421023442189543
2000-10-01,9.534101092552678,4.9234337432938275,7.261245357777877,8.588502712887733,7.414363697943607,8.950827764546107,6.147332115258888,1.3450736930776765,9.533952363855224,3.2062031367446178,2.951109167379209,7.655593739693439
2000-11-01,9.266272838521349,4.740902431031396,7.907971689810306,9.130024583770073,6.783779527751009,9.014821283765729,6.425533155402597,2.099587534677344,9.077209998650313,3.098757830013357,3.7704576672508106,7.849138331977181
2000-12-01,8.571152039583465,4.855169953247968,8.49929438200407,9.372715016810282,6.112568658949959,8.863083314871707,7.144544161676423,1.8745825165196632,8.075310897696422,2.7438681535360367,4.280654404746483,7.352054986464258
2001-01-01,8.211302898303886,5.220262485020093,9.107738846884052,9.464306385781176,5.332056603749877,8.846685807137483,7.75147918459357,3.0650443053325054,7.592123037304987,3.003288689007594,6.71428712561446,6.983166333173415
2001-02-01,7.832467008498425,5.566235776187955,9.452318552269567,9.552026898723204,5.083498864955337,8.713294011566141,8.06899917495235,3.6838922109101717,7.34499045216004,3.376735599903047,8.985492035090603,6.651973977350503
2001-03-01,8.106737344556295,6.518954361113749,9.800051179711653,9.774697573888108,4.2014393686114815,8.91130663314814,8.468316083386096,3.181107806586477,7.134541524101444,3.9115429381105353,10.343403071968305,5.358296592162967
2001-04-01,8.326998194999332,6.66044453010014,9.677906862159197,9.833586420673488,3.9038791196174882,8.9676103104253,8.463425402926823,3.7273289570489663,6.800695467132638,4.076962484717907,9.95977509918472,4.6728058926990395
2001-05-01,8.64968625396525,6.848639411793703,9.160074134866424,9.599660013164456,3.918800424088688,8.994932416097729,8.19473566319874,1.4875619495941028,7.105935768597715,4.020932398955215,7.806246861673876,3.5272480568969815
2001-06-01,9.077963652234137,6.526998604529096,8.241907160009125,8.969038149422257,4.8071192417309,8.974982151219068,7.687159295817956,1.1234696710923568,7.80920461707104,3.997731343837075,6.229708668029928,2.2008962829263847
2001-07-01,9.15082802361034,6.3364454218017645,7.472758445883981,8.362134306180886,6.76166587142234,8.884034048165983,7.325838984558177,0.9727582273840005,8.702040270208373,4.003696291576454,4.124244718646099,3.5756724494318006
2001-08-01,9.193213613396775,5.666259460077875,6.774418356639677,7.738650861077695,7.475431247357591,8.775704766102855,6.804392367723697,0.9425886912016218,9.195625354880637,3.624779487045476,2.8851128804292236,5.349715591889308
2001-09-01,9.461017728428073,5.29731100426721,6.955963143138495,8.045352475260618,7.893845362078186,8.922027957219274,6.484425633841543,1.0150223977144806,9.597108000813522,3.4831804956404,3.18266306176994,7.435983730568196
